year,semester,Department,Subject,Course,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
2015,fall,"Philosophy and Social Sciences",ECON,1,TERZYAN A,14,21,23,5,8,,,,,7,,78
2015,fall,"Philosophy and Social Sciences",ECON,1,CARTER T D,64,7,4,4,2,,1,,,1,,83
2015,fall,"Philosophy and Social Sciences",ECON,1,ALJARBA A F,7,13,6,1,2,,,,,5,,34
2015,fall,"Philosophy and Social Sciences",ECON,1,GURTOVOY J,4,9,8,4,3,,,,,11,,39
2015,fall,"Philosophy and Social Sciences",ECON,1,SU B C,14,7,5,1,,,,,,5,,32
2015,fall,"Philosophy and Social Sciences",ECON,1,GILL H S,4,5,10,3,7,,,,,11,,40
2015,fall,"Philosophy and Social Sciences",ECON,1,SU B C,24,6,6,2,5,,,,,4,,47
2015,fall,"Philosophy and Social Sciences",ECON,1,KESKINEL M,36,8,,,,,,,,,,44
2015,fall,"Philosophy and Social Sciences",ECON,1,GILL H S,4,2,11,5,3,,,,2,15,,42
2015,fall,"Philosophy and Social Sciences",ECON,1,ABDEL-RAHMAN A A,11,5,4,,9,,,,,13,,42
2015,fall,"Philosophy and Social Sciences",ECON,1,GILL H S,19,6,8,3,2,,,,1,4,,43
2015,fall,"Philosophy and Social Sciences",ECON,1,ABDEL-RAHMAN A A,10,8,7,,11,,,,,10,,46
2015,fall,"Philosophy and Social Sciences",ECON,1,GARCIA C P,5,7,10,4,21,,,,,7,,54
2015,fall,"Philosophy and Social Sciences",ECON,1,LEE SAM,13,7,8,,1,,,,,8,,37
2015,fall,"Philosophy and Social Sciences",ECON,1,GARCIA C P,12,3,7,4,26,,,,,4,,56
2015,fall,"Philosophy and Social Sciences",ECON,1,SAXTON J,11,12,9,2,5,,1,,,7,,47
2015,fall,"Philosophy and Social Sciences",ECON,1,CHAN A K-C,11,20,10,12,18,,,,,15,,86
2015,fall,"Philosophy and Social Sciences",ECON,1,CHAN A K-C,11,14,15,8,14,,,,,16,,78
2015,fall,"Philosophy and Social Sciences",ECON,1,GARCIA C P,14,6,3,3,10,,,,,6,,42
2015,fall,"Philosophy and Social Sciences",ECON,1,GARCIA C P,10,7,,2,12,,,,,3,,34
2015,fall,"Philosophy and Social Sciences",ECON,1,ABDEL-RAHMAN A A,11,3,7,2,7,,,,,18,,48
2015,fall,"Philosophy and Social Sciences",ECON,2,SAXTON J,13,12,10,4,6,,,1,,8,,54
2015,fall,"Philosophy and Social Sciences",ECON,2,CHAN A K-C,12,21,15,10,10,,,,,8,,76
2015,fall,"Philosophy and Social Sciences",ECON,2,CARTER T D,66,9,4,,3,,,,,1,,83
2015,fall,"Philosophy and Social Sciences",ECON,2,CHAN A K-C,6,13,8,8,3,,,,,6,,44
2015,fall,"Philosophy and Social Sciences",ECON,2,SU B C,38,8,,1,,,,,,1,,48
2015,fall,"Philosophy and Social Sciences",ECON,2,KESKINEL M,26,5,2,1,,,1,,,2,,37
2015,fall,"Philosophy and Social Sciences",ECON,2,BROWN B C,10,10,5,1,3,,,,1,8,,38
2015,fall,"Philosophy and Social Sciences",ECON,2,KESKINEL M,32,9,,,,,1,,,2,,44
2015,fall,"Philosophy and Social Sciences",ECON,2,BROWN B C,12,20,5,1,5,,,,,2,,45
2015,fall,"Philosophy and Social Sciences",ECON,2,TERZYAN A,10,14,5,5,4,,,,,7,,45
2015,fall,"Philosophy and Social Sciences",ECON,2,BROWN B C,9,11,5,6,1,,,1,1,7,,41
2015,fall,"Philosophy and Social Sciences",ECON,2,GURTOVOY J,4,6,5,8,9,,,,,14,,46
2015,fall,"Philosophy and Social Sciences",ECON,2,LEE SAM,11,9,4,3,,,,,,4,,31
2015,fall,"Philosophy and Social Sciences",ECON,2,GILL H S,26,23,32,12,13,,,1,,6,,113
2015,fall,"Philosophy and Social Sciences",ECON,2,GARCIA C P,15,4,7,4,9,,,,,3,,42
2015,fall,"Philosophy and Social Sciences",ECON,2,GILL H S,9,10,12,7,5,,,,,,,43
2015,fall,"Philosophy and Social Sciences",ECON,2,GARCIA C P,9,8,8,3,6,,,,,3,,37
2015,fall,"Philosophy and Social Sciences",ECON,2,GARCIA C P,17,4,3,,12,,,,1,5,,42
2015,fall,"Philosophy and Social Sciences",ECON,5,RABACH E R,11,4,1,3,2,,,,,6,,27
2015,fall,"Philosophy and Social Sciences",ECON,5,RABACH E R,9,4,5,1,4,,,,1,10,,34
2015,fall,"Philosophy and Social Sciences",ECON,5,BERMAN DIANNE R,3,7,4,,2,,,,,4,,20
2015,fall,"Philosophy and Social Sciences",ECON,15,RABACH E R,4,5,7,4,2,,,1,,14,,37
2015,fall,"Philosophy and Social Sciences",ECON,15,RABACH E R,14,3,7,6,2,,,,1,8,,41
2015,fall,"Philosophy and Social Sciences",ECON,15,MOORE D W,7,12,3,,1,,,,3,4,,30
2015,fall,"Philosophy and Social Sciences",ECON,88A,SCHULTZ C K,1,,,,,,,,,,,1
2015,fall,"Philosophy and Social Sciences",ENVRN,20,KATHERINE A L,9,3,2,,3,,,,,7,,24
2015,fall,"Philosophy and Social Sciences",ENVRN,22,OIFER E R,6,5,,1,2,,,,,5,,19
2015,fall,"Philosophy and Social Sciences",GLOBAL,5,BERMAN DIANNE R,2,3,,,,,,,,1,,6
2015,fall,"Philosophy and Social Sciences",GLOBAL,5,RABACH E R,2,3,2,,5,,,,,5,,17
2015,fall,"Philosophy and Social Sciences",GLOBAL,5,RABACH E R,2,1,8,1,1,,,,,3,,16
2015,fall,"Philosophy and Social Sciences",GLOBAL,95,D DEL PICCOLO G L,,,,,,,,,,1,,1
2015,fall,"Philosophy and Social Sciences",HIST,15,RABACH E R,3,5,6,3,3,,,1,,7,,28
2015,fall,"Philosophy and Social Sciences",HIST,15,RABACH E R,5,7,7,1,2,,,,,7,,29
2015,fall,"Philosophy and Social Sciences",HIST,15,MOORE D W,3,6,4,,,,,,,1,,14
2015,fall,"Philosophy and Social Sciences",PHILOS,1,KATHERINE A L,20,6,,,,,,,,,,26
2015,fall,"Philosophy and Social Sciences",PHILOS,1,LLAGUNO M A,9,13,6,2,1,,1,,,7,,39
2015,fall,"Philosophy and Social Sciences",PHILOS,1,ORTEGA G R,7,11,7,1,5,,,,,10,,41
2015,fall,"Philosophy and Social Sciences",PHILOS,1,BENNET S E,33,6,2,,,,,,,1,,42
2015,fall,"Philosophy and Social Sciences",PHILOS,1,BENNET S E,33,3,2,,,,,,,3,,41
2015,fall,"Philosophy and Social Sciences",PHILOS,1,FLORES ROBERT,1,8,7,2,3,,1,,,12,,34
2015,fall,"Philosophy and Social Sciences",PHILOS,1,KATHERINE A L,39,48,22,4,6,,,,2,21,,142
2015,fall,"Philosophy and Social Sciences",PHILOS,1,KAMLER H F,13,15,10,2,,,,,,6,,46
2015,fall,"Philosophy and Social Sciences",PHILOS,1,HUFFAKER P,7,12,5,6,6,,,,,8,,44
2015,fall,"Philosophy and Social Sciences",PHILOS,1,KATHERINE A L,13,17,8,,2,,,,,15,,55
2015,fall,"Philosophy and Social Sciences",PHILOS,1,KAMLER H F,13,12,14,1,1,,,,,9,,50
2015,fall,"Philosophy and Social Sciences",PHILOS,1,KAUFMAN S M,11,6,3,1,8,,,,1,12,,42
2015,fall,"Philosophy and Social Sciences",PHILOS,1,HUFFAKER P,7,8,4,4,6,,,,,12,,41
2015,fall,"Philosophy and Social Sciences",PHILOS,1,FLORES ROBERT,1,8,7,3,6,,,,,15,,40
2015,fall,"Philosophy and Social Sciences",PHILOS,2,HUFFAKER P,14,10,4,1,2,,,,,8,,39
2015,fall,"Philosophy and Social Sciences",PHILOS,2,STRAMEL J S,8,7,5,4,10,,1,,,7,,42
2015,fall,"Philosophy and Social Sciences",PHILOS,2,STRAMEL J S,7,10,10,2,6,,,,,8,,43
2015,fall,"Philosophy and Social Sciences",PHILOS,2,KAUFMAN S M,17,11,4,,3,,,,,11,,46
2015,fall,"Philosophy and Social Sciences",PHILOS,3,STRAMEL J S,10,9,2,2,2,,,,,3,,28
2015,fall,"Philosophy and Social Sciences",PHILOS,3,STRAMEL J S,6,6,12,2,7,,,,,10,,43
2015,fall,"Philosophy and Social Sciences",PHILOS,4,KATHERINE A L,23,6,1,,2,,,,,3,,35
2015,fall,"Philosophy and Social Sciences",PHILOS,4,LLAGUNO M A,12,14,9,2,3,,1,,,5,,46
2015,fall,"Philosophy and Social Sciences",PHILOS,5,STRAMEL J S,15,6,5,,10,,,,,10,,46
2015,fall,"Philosophy and Social Sciences",PHILOS,7,ORTEGA G R,2,10,9,4,1,,,,,7,,33
2015,fall,"Philosophy and Social Sciences",PHILOS,7,ORTEGA G R,4,3,1,1,3,,,,,4,,16
2015,fall,"Philosophy and Social Sciences",PHILOS,9,FALCONER K L,19,12,4,1,5,,,,,5,,46
2015,fall,"Philosophy and Social Sciences",PHILOS,20,KATHERINE A L,12,3,2,,1,,,,,8,,26
2015,fall,"Philosophy and Social Sciences",PHILOS,22,QUESADA D M,65,10,4,,5,,,,,2,,86
2015,fall,"Philosophy and Social Sciences",PHILOS,23,BENNET S E,20,13,3,1,5,,,,,2,,44
2015,fall,"Philosophy and Social Sciences",PHILOS,24,KAUFMAN S M,22,1,3,,5,,,,1,3,,35
2015,fall,"Philosophy and Social Sciences",PHILOS,51,KURVINK S J,7,4,,,,,2,,,5,,18
2015,fall,"Philosophy and Social Sciences",PHILOS,51,OIFER E R,5,4,,,,,,,,1,,10
2015,fall,"Philosophy and Social Sciences",PHILOS,51,OIFER E R,6,7,2,1,,,,,,4,,20
2015,fall,"Philosophy and Social Sciences",PHILOS,52,OIFER E R,9,5,2,1,,,,,,2,,19
2015,fall,"Philosophy and Social Sciences",PHILOS,52,KURVINK S J,3,6,2,,1,,,,,6,,18
2015,fall,"Philosophy and Social Sciences",PHILOS,88B,SCHULTZ C K,,,,,,,,,,1,,1
2015,fall,"Philosophy and Social Sciences",POL SC,1,BUCKLEY A D,7,13,7,1,5,,,,,5,,38
2015,fall,"Philosophy and Social Sciences",POL SC,1,GORGIE F J,16,4,1,2,2,,,,,10,,35
2015,fall,"Philosophy and Social Sciences",POL SC,1,GORGIE F J,12,3,,3,3,,,,,12,,33
2015,fall,"Philosophy and Social Sciences",POL SC,1,SCHULTZ C K,17,7,1,,,,,,,3,,28
2015,fall,"Philosophy and Social Sciences",POL SC,1,GORGIE F J,25,6,2,,1,,,,,6,,40
2015,fall,"Philosophy and Social Sciences",POL SC,1,ANTOINE E R,9,10,6,1,5,,3,,,7,,41
2015,fall,"Philosophy and Social Sciences",POL SC,1,TAHVILDARANJESS R A,35,20,8,4,4,,,,,5,,76
2015,fall,"Philosophy and Social Sciences",POL SC,1,BUCKLEY A D,9,14,6,1,7,,,,,5,,42
2015,fall,"Philosophy and Social Sciences",POL SC,1,KURVINK S J,10,17,10,3,,,,,,5,,45
2015,fall,"Philosophy and Social Sciences",POL SC,1,WOODS V,11,12,2,1,6,,,,1,12,,45
2015,fall,"Philosophy and Social Sciences",POL SC,1,WOODS V,10,12,5,2,2,,,,,15,,46
2015,fall,"Philosophy and Social Sciences",POL SC,1,BUCKLEY A D,10,15,6,1,,,,,,9,,41
2015,fall,"Philosophy and Social Sciences",POL SC,1,TAHVILDARANJESS R A,104,39,15,2,3,,,,,7,,170
2015,fall,"Philosophy and Social Sciences",POL SC,1,SCHULTZ C K,21,4,1,,2,,,,,2,,30
2015,fall,"Philosophy and Social Sciences",POL SC,1,TAHVILDARANJESS R A,104,32,14,2,11,,,,,7,,170
2015,fall,"Philosophy and Social Sciences",POL SC,1,WOODS V,8,14,6,,3,,,,,17,,48
2015,fall,"Philosophy and Social Sciences",POL SC,2,BUCKLEY A D,5,6,3,1,2,,,,,5,,22
2015,fall,"Philosophy and Social Sciences",POL SC,2,GABLER C L,18,15,3,1,1,,2,,,7,,47
2015,fall,"Philosophy and Social Sciences",POL SC,2,BERMAN DIANNE R,6,3,4,2,6,,,,,13,,34
2015,fall,"Philosophy and Social Sciences",POL SC,2,BERMAN DIANNE R,19,11,16,3,12,,,,,17,,78
2015,fall,"Philosophy and Social Sciences",POL SC,2,BUCKLEY A D,2,9,2,,4,,,,,4,,21
2015,fall,"Philosophy and Social Sciences",POL SC,2,GABLER C L,11,7,7,1,3,,,,,10,,39
2015,fall,"Philosophy and Social Sciences",POL SC,2,CHALALA E D,6,13,11,2,9,,,,,7,,48
2015,fall,"Philosophy and Social Sciences",POL SC,5,BERMAN DIANNE R,5,6,,,3,,,,,6,,20
2015,fall,"Philosophy and Social Sciences",POL SC,5,RABACH E R,4,3,2,1,1,,,,,8,,19
2015,fall,"Philosophy and Social Sciences",POL SC,5,RABACH E R,6,2,8,,2,,,,,5,,23
2015,fall,"Philosophy and Social Sciences",POL SC,7,BERMAN DIANNE R,17,17,19,3,8,,,,,14,,78
2015,fall,"Philosophy and Social Sciences",POL SC,7,BUCKLEY A D,15,13,,,1,,,,,1,,30
2015,fall,"Philosophy and Social Sciences",POL SC,7,BUCKLEY A D,17,5,3,3,2,,,,,,,30
2015,fall,"Philosophy and Social Sciences",POL SC,7,BERMAN DIANNE R,19,6,1,,2,,,,,3,,31
2015,fall,"Philosophy and Social Sciences",POL SC,7,CHALALA E D,13,10,3,,2,,,,,13,,41
2015,fall,"Philosophy and Social Sciences",POL SC,21,GREENE S A,12,6,13,,5,,,,,8,,44
2015,fall,"Philosophy and Social Sciences",POL SC,21,TAHVILDARANJESS R A,110,14,6,2,8,,,,,5,,145
2015,fall,"Philosophy and Social Sciences",POL SC,22,OIFER E R,6,5,2,,2,,,,,5,,20
2015,fall,"Philosophy and Social Sciences",POL SC,31,GABLER C L,15,4,1,,3,,,,,8,,31
2015,fall,"Philosophy and Social Sciences",POL SC,31,GABLER C L,12,7,4,1,2,,,,,10,,36
2015,fall,"Philosophy and Social Sciences",POL SC,31,GABLER C L,18,10,1,3,5,,,,1,4,,42
2015,fall,"Philosophy and Social Sciences",POL SC,31,GABLER C L,19,8,2,,2,,,,,8,,39
2015,fall,"Philosophy and Social Sciences",POL SC,51,OIFER E R,9,5,3,3,,,,,,4,,24
2015,fall,"Philosophy and Social Sciences",POL SC,51,KURVINK S J,15,10,2,1,1,,,,,2,,31
2015,fall,"Philosophy and Social Sciences",POL SC,51,OIFER E R,9,3,,1,,,,,,1,,14
2015,fall,"Philosophy and Social Sciences",POL SC,52,OIFER E R,1,8,2,,1,,,,,7,,19
2015,fall,"Philosophy and Social Sciences",POL SC,52,KURVINK S J,9,7,3,,1,,,,,2,,22
2015,fall,"Philosophy and Social Sciences",POL SC,88A,SCHULTZ C K,,,,,,,,,,1,,1
2015,fall,"Philosophy and Social Sciences",POL SC,88B,SCHULTZ C K,,,,,,,,,,1,,1
2015,fall,"Philosophy and Social Sciences",POL SC,95,TAHVILDARANJESS R A,,,,,,,2,,18,4,,24
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,MASSEY R A,2,4,3,2,3,,,,,11,,25
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,GHEYTANCHI E,25,7,3,1,,,,,,,,36
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,GHEYTANCHI E,22,7,1,,2,,,,,2,,34
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,LIVINGS G S,1,5,4,4,13,,,,,13,,40
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,ZIFF E B,19,24,3,1,4,,1,,,3,,55
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,ANDRADA A V,7,13,9,6,6,,,,,36,,77
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,ANDRADA A V,11,12,2,1,3,,,,,4,,33
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,ROMO R,20,21,7,2,2,,,,,,,52
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,DISHMAN W H,9,6,8,2,1,,,,,8,,34
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,SCAIFE M L,5,10,8,1,5,,,,,13,,42
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,DISHMAN W H,10,8,5,4,1,,,,,11,,39
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,DISHMAN W H,2,13,6,2,1,,,,,12,,36
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,LIVINGS G S,,4,10,5,5,,,,,16,,40
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,ROMO R,21,21,4,1,1,,,,,4,,52
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,COOPER P,8,9,4,,3,,,,,17,,41
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,MASSEY R A,12,11,,,,,,,,3,,26
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,ROMO R,9,16,4,1,3,,,,,,,33
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,D DEL PICCOLO G L,3,13,14,9,3,,,,,5,,47
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,KLEIN M C,29,10,3,,,,,,,1,,43
2015,fall,"Philosophy and Social Sciences",SOCIOL,1,MASSEY R A,1,7,7,6,4,,,,,4,,29
2015,fall,"Philosophy and Social Sciences",SOCIOL,2,SCAIFE M L,14,12,4,2,1,,,,,7,,40
2015,fall,"Philosophy and Social Sciences",SOCIOL,2,SCAIFE M L,8,11,7,3,2,,,,,6,,37
2015,fall,"Philosophy and Social Sciences",SOCIOL,2S,D DEL PICCOLO G L,7,4,4,2,3,,,,,7,,27
2015,fall,"Philosophy and Social Sciences",SOCIOL,4,LIVINGS G S,12,8,4,3,4,,,,1,6,,38
2015,fall,"Philosophy and Social Sciences",SOCIOL,4,GHEYTANCHI E,24,10,5,,,,,,,4,,43
2015,fall,"Philosophy and Social Sciences",SOCIOL,12,ZIFF E B,15,7,3,2,8,,,,,2,,37
2015,fall,"Philosophy and Social Sciences",SOCIOL,30,MASSEY R A,8,16,3,,3,,3,,,14,,47
2015,fall,"Philosophy and Social Sciences",SOCIOL,31,ROMO R,22,10,3,1,2,,,,,3,,41
2015,fall,"Philosophy and Social Sciences",SOCIOL,32,WILLIAMS LEON T K,23,6,5,,,,1,,,6,,41
2015,fall,"Philosophy and Social Sciences",SOCIOL,33,MASSEY R A,9,8,7,2,2,,3,,,7,,38
2015,fall,"Philosophy and Social Sciences",SOCIOL,34,ROMO R,11,20,8,1,5,,,,,2,,47
2015,fall,"Philosophy and Social Sciences",SOCIOL,34,LIVINGS G S,8,11,10,,7,,,,,7,,43
2015,fall,"Philosophy and Social Sciences",WOM ST,10,KLEIN M C,24,3,,1,,,,,,1,,29
2015,fall,"Philosophy and Social Sciences",WOM ST,10,MANOFF R J,28,14,4,,2,,,,,1,,49
2015,fall,"Philosophy and Social Sciences",WOM ST,10,CUEVA B M,21,5,,,,,,,,2,,28
2015,fall,"Philosophy and Social Sciences",WOM ST,20,CUEVA B M,27,10,,,,,,,,1,,38
2015,fall,"Philosophy and Social Sciences",WOM ST,30,KLEIN M C,28,5,,1,2,,,,,5,,41
2015,fall,"Philosophy and Social Sciences",WOM ST,80,CUEVA B M,14,3,,1,1,,,,,2,,21
2015,fall,Photography and Fashion,AHIS,52,FIER B,1,3,1,1,,,,,,2,,8
2015,fall,Photography and Fashion,AHIS,52,FIER B,2,11,9,4,2,,,,,6,,34
2015,fall,Photography and Fashion,FASHN,1,IVAS L,12,11,3,,2,,,,1,2,,31
2015,fall,Photography and Fashion,FASHN,1,IVAS L,18,5,6,1,,,1,,,4,,35
2015,fall,Photography and Fashion,FASHN,1,BOYADZHYAN M,1,5,4,,7,,,,1,5,,23
2015,fall,Photography and Fashion,FASHN,1,KOLKO S R,10,11,3,1,,,,,,5,,30
2015,fall,Photography and Fashion,FASHN,1,ARDELL J B,14,6,2,2,8,,,,,4,,36
2015,fall,Photography and Fashion,FASHN,2,REINER H G,10,4,5,2,7,,,,,2,,30
2015,fall,Photography and Fashion,FASHN,2,LAKE R G,16,5,4,4,3,,,,,5,,37
2015,fall,Photography and Fashion,FASHN,3,LEWIS K,3,5,6,1,2,,,,,3,,20
2015,fall,Photography and Fashion,FASHN,3,RAIN B L,4,7,1,,3,,,,,6,,21
2015,fall,Photography and Fashion,FASHN,3,ALLEN A,15,11,,1,,,,,,3,,30
2015,fall,Photography and Fashion,FASHN,5,IVAS L,18,6,8,1,2,,,,,6,,41
2015,fall,Photography and Fashion,FASHN,6A,RAIN B L,2,8,8,2,2,,,,,3,,25
2015,fall,Photography and Fashion,FASHN,6A,LOUIS L N,8,4,1,2,1,,,,,7,,23
2015,fall,Photography and Fashion,FASHN,6B,MANUKYAN G,1,2,1,,1,,,,,9,,14
2015,fall,Photography and Fashion,FASHN,7,LAKE R G,12,7,5,,,,,,,1,,25
2015,fall,Photography and Fashion,FASHN,8,ARMSTRONG J I,11,8,3,,5,,,,,5,,32
2015,fall,Photography and Fashion,FASHN,9A,ARMSTRONG J I,8,16,,1,4,,,,,2,,31
2015,fall,Photography and Fashion,FASHN,9B,REINER H G,5,8,2,,2,,,,,2,,19
2015,fall,Photography and Fashion,FASHN,10,BOYADZHYAN M,13,5,4,,,,,,,3,,25
2015,fall,Photography and Fashion,FASHN,13,LOUIS L N,8,6,,,1,,,,,1,,16
2015,fall,Photography and Fashion,FASHN,14,KHACHMANYAN S,4,2,1,,2,,,,,2,,11
2015,fall,Photography and Fashion,FASHN,15,IVAS L,22,2,3,,,,,,,7,,34
2015,fall,Photography and Fashion,FASHN,16,BLACKSHEAR R S,6,,,,1,,,,,5,,12
2015,fall,Photography and Fashion,FASHN,17,ARDELL J B,8,2,3,2,1,,,,,,,16
2015,fall,Photography and Fashion,FASHN,18,ARMSTRONG R W,13,1,3,,,,,,,4,,21
2015,fall,Photography and Fashion,FASHN,19,KOLKO S R,4,9,5,1,,,,,,2,,21
2015,fall,Photography and Fashion,FASHN,20,IVAS L,19,3,1,,2,,,,,,,25
2015,fall,Photography and Fashion,PHOTO,1,MOHR C D,4,2,6,,14,,,,,1,,27
2015,fall,Photography and Fashion,PHOTO,1,KRETSCHMER H,8,2,5,,5,,,,,17,,37
2015,fall,Photography and Fashion,PHOTO,1,SHORT W R,6,7,1,,3,,3,,,9,,29
2015,fall,Photography and Fashion,PHOTO,1,SLOWINSKI R,4,10,5,3,2,,1,,,5,,30
2015,fall,Photography and Fashion,PHOTO,1,THAWLEY J,7,16,2,,2,,,,,6,,33
2015,fall,Photography and Fashion,PHOTO,1,MOSS B C,4,6,6,2,6,,,,,7,,31
2015,fall,Photography and Fashion,PHOTO,1,LEDFORD T M,8,6,8,2,4,,,,,5,,33
2015,fall,Photography and Fashion,PHOTO,1,MANGUS E P,25,10,,1,3,,,,,7,,46
2015,fall,Photography and Fashion,PHOTO,1,MYERS A D,9,10,3,2,3,,,,,5,,32
2015,fall,Photography and Fashion,PHOTO,1,THAWLEY J,4,10,4,1,3,,,,,6,,28
2015,fall,Photography and Fashion,PHOTO,1,WITHERS J J,6,7,9,4,4,,,,,7,,37
2015,fall,Photography and Fashion,PHOTO,1,GREGORY C M,7,4,5,3,4,,,,,7,,30
2015,fall,Photography and Fashion,PHOTO,1,GREGORY C M,8,9,6,,6,,,,,4,,33
2015,fall,Photography and Fashion,PHOTO,1,MYERS A D,16,12,2,2,3,,,,,9,,44
2015,fall,Photography and Fashion,PHOTO,1,MCDONALD S D,7,6,3,1,2,,,,1,9,,29
2015,fall,Photography and Fashion,PHOTO,1,MANGUS E P,19,17,2,1,2,,,,,1,,42
2015,fall,Photography and Fashion,PHOTO,1,SHATTO M M,2,5,1,4,11,,,,,4,,27
2015,fall,Photography and Fashion,PHOTO,1,SHATTO M M,5,8,3,2,6,,,,,11,,35
2015,fall,Photography and Fashion,PHOTO,2,VALESELLA M D,1,7,5,,8,,,,,5,,26
2015,fall,Photography and Fashion,PHOTO,2,MOULTON S A,13,6,4,3,,,,,1,5,,32
2015,fall,Photography and Fashion,PHOTO,2,VALESELLA M D,4,6,2,2,2,,,,,7,,23
2015,fall,Photography and Fashion,PHOTO,2,SANSERI J D,3,8,6,,1,,,,,3,,21
2015,fall,Photography and Fashion,PHOTO,5,TSHING M,4,4,,,3,,,,,9,,20
2015,fall,Photography and Fashion,PHOTO,5,HESKETH J C,4,3,4,,5,,,,2,4,,22
2015,fall,Photography and Fashion,PHOTO,5,PATUGAN R Y,3,8,5,2,4,,,,,6,,28
2015,fall,Photography and Fashion,PHOTO,5,MCDONALD S D,5,5,4,2,5,,,,,5,,26
2015,fall,Photography and Fashion,PHOTO,5,CALZATTI N,6,3,5,,3,,,,,6,,23
2015,fall,Photography and Fashion,PHOTO,7,LOWCOCK F E,,,,,,,,,,1,,1
2015,fall,Photography and Fashion,PHOTO,21,RICHARDSON J W,13,5,,1,,,,,,5,,24
2015,fall,Photography and Fashion,PHOTO,29,LOWE JR L D,10,3,,,6,,,,,3,,22
2015,fall,Photography and Fashion,PHOTO,30,ANDERSON DA,11,,4,2,3,,,,1,4,,25
2015,fall,Photography and Fashion,PHOTO,30,MOHR C D,7,14,4,,1,,,,1,5,,32
2015,fall,Photography and Fashion,PHOTO,31,WITHERS J J,3,9,4,3,2,,,,,3,,24
2015,fall,Photography and Fashion,PHOTO,32,SANSERI J D,,11,4,1,1,,,,,3,,20
2015,fall,Photography and Fashion,PHOTO,33,SANSERI J D,2,15,1,1,3,,,,,3,,25
2015,fall,Photography and Fashion,PHOTO,37,MOULTON S A,5,10,3,,2,,,,,7,,27
2015,fall,Photography and Fashion,PHOTO,39,LOWCOCK F E,2,6,5,,4,,,,,6,,23
2015,fall,Photography and Fashion,PHOTO,39,WITHERS J J,6,12,4,,1,,,,1,4,,28
2015,fall,Photography and Fashion,PHOTO,40,LOWCOCK F E,3,2,1,2,2,,,,,5,,15
2015,fall,Photography and Fashion,PHOTO,42,WITHERS J J,5,7,2,1,2,,,,,7,,24
2015,fall,Photography and Fashion,PHOTO,43,MOHR C D,9,7,2,,,,,,,3,,21
2015,fall,Photography and Fashion,PHOTO,52,FIER B,5,13,5,4,9,,,,,6,,42
2015,fall,Photography and Fashion,PHOTO,52,FIER B,2,6,11,5,7,,,,,10,,41
2015,fall,Photography and Fashion,PHOTO,60,MOHR C D,3,7,6,2,8,,,,,8,,34
2015,fall,Photography and Fashion,PHOTO,88A,LOWCOCK F E,2,,1,,,,,,,,,3
2015,fall,Photography and Fashion,PHOTO,88B,LOWCOCK F E,1,,,,,,,,,,,1
2015,fall,Photography and Fashion,PHOTO,90A,MOHR C D,2,,,,,,,,,,,2
2015,fall,physical Science,CHEM,9,WALKER WAUGH M V,15,3,1,1,,,,,6,1,,27
2015,fall,physical Science,CHEM,9,WONG W W,11,3,6,2,3,,,,1,3,,29
2015,fall,physical Science,CHEM,9,PHAM H V,7,4,3,,2,,,1,,5,,22
2015,fall,physical Science,CHEM,9,PHAM H V,9,5,5,1,2,,,,,1,,23
2015,fall,physical Science,CHEM,9,WONG W W,3,5,5,3,2,,,,3,7,,28
2015,fall,physical Science,CHEM,9,STRATHEARN M D,3,7,5,,,,,,1,8,,24
2015,fall,physical Science,CHEM,9,STRATHEARN M D,9,5,2,,3,,,,1,4,,24
2015,fall,physical Science,CHEM,9,WALKER WAUGH M V,1,,,2,,,,,1,,,4
2015,fall,physical Science,CHEM,10,ABBANI M A,3,3,6,3,6,,,,,4,,25
2015,fall,physical Science,CHEM,10,KO H,4,7,5,4,2,,,,,7,,29
2015,fall,physical Science,CHEM,10,LIU C,11,7,5,1,,,,,,4,,28
2015,fall,physical Science,CHEM,10,VON HUNGEN P K,2,7,6,5,2,,,,,7,,29
2015,fall,physical Science,CHEM,10,VON HUNGEN P K,8,7,4,2,2,,,,,4,,27
2015,fall,physical Science,CHEM,10,LIU C,8,11,6,,,,,,,2,,27
2015,fall,physical Science,CHEM,10,BARTLETT D D,4,6,6,1,1,,1,,,9,,28
