year,semester,Department,Subject,Course,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
2015,spring,Photography a,PHOTO,64,SANSERI J D,5,1,5,1,1,,,,1,2,,16
2015,spring,Photography a,PHOTO,88A,LOWCOCK F E,2,,,,,,,,,,,2
2015,spring,Photography a,PHOTO,88B,LOWCOCK F E,1,,,,,,,,,,,1
2015,spring,Photography a,PHOTO,90A,MOHR C D,6,,1,,,,,,,,,7
2015,spring,Physical Scienc,CHEM,9,WONG W W,4,3,9,2,2,,,,4,5,,29
2015,spring,Physical Scienc,CHEM,9,WONG W W,6,3,9,2,,,,,5,4,,29
2015,spring,Physical Scienc,CHEM,9,GALLOGLY E B,7,4,5,,2,,,,1,4,,23
2015,spring,Physical Scienc,CHEM,9,GALLOGLY E B,8,5,6,,3,,,,,,,22
2015,spring,Physical Scienc,CHEM,9,WALKER WAUGH M V,12,9,4,,,,,,4,,,29
2015,spring,Physical Scienc,CHEM,9,WALKER WAUGH M V,9,7,5,1,,,,1,7,,,30
2015,spring,Physical Scienc,CHEM,10,BAUTISTA M R,1,5,3,4,,,,,,16,,29
2015,spring,Physical Scienc,CHEM,10,BAUTISTA M R,1,4,7,3,,,,,,14,,29
2015,spring,Physical Scienc,CHEM,10,SCHMIDT E,,2,7,,5,,,,,13,,27
2015,spring,Physical Scienc,CHEM,10,SCHMIDT E,4,3,8,,2,,,,,11,,28
2015,spring,Physical Scienc,CHEM,10,LAVALLEE R J,,1,1,3,6,,,,,17,,28
2015,spring,Physical Scienc,CHEM,10,LAVALLEE R J,1,1,2,1,3,,,,,17,,25
2015,spring,Physical Scienc,CHEM,10,STRATHEARN M D,7,4,3,1,3,,,,,12,,30
2015,spring,Physical Scienc,CHEM,10,STRATHEARN M D,4,4,5,3,1,,,,,9,,26
2015,spring,Physical Scienc,CHEM,10,LAVALLEE R J,1,3,3,1,7,,,,,11,,26
2015,spring,Physical Scienc,CHEM,10,LAVALLEE R J,,1,3,3,2,,,,,12,,21
2015,spring,Physical Scienc,CHEM,10,BAUTISTA M R,1,7,4,3,3,,,,,11,,29
2015,spring,Physical Scienc,CHEM,10,VON HUNGEN P K,3,4,9,4,2,,,,,8,,30
2015,spring,Physical Scienc,CHEM,10,VON HUNGEN P K,5,11,4,2,2,,,1,,5,,30
2015,spring,Physical Scienc,CHEM,10,WALKER WAUGH M V,5,9,5,2,2,,,,1,7,,31
2015,spring,Physical Scienc,CHEM,10,WALKER WAUGH M V,2,11,4,8,1,,,,,7,,33
2015,spring,Physical Scienc,CHEM,10,TAYLOR S M,11,4,7,1,1,,,,1,5,,30
2015,spring,Physical Scienc,CHEM,10,TAYLOR S M,7,7,4,3,,,,,,8,,29
2015,spring,Physical Scienc,CHEM,10,KO H,3,7,7,1,2,,1,,,6,,27
2015,spring,Physical Scienc,CHEM,10,KO H,2,6,7,2,3,,,,,3,,23
2015,spring,Physical Scienc,CHEM,10,CANALITA L,3,9,6,1,,,,,,8,,27
2015,spring,Physical Scienc,CHEM,10,CANALITA L,13,6,1,1,,,,,,5,,26
2015,spring,Physical Scienc,CHEM,10,LAZARUS L L,6,10,6,3,1,,,,,4,,30
2015,spring,Physical Scienc,CHEM,10,LAZARUS L L,8,3,9,5,1,,,,,4,,30
2015,spring,Physical Scienc,CHEM,10,NGUYEN J V,12,9,5,1,,,,,1,2,,30
2015,spring,Physical Scienc,CHEM,10,NGUYEN J V,13,12,3,,,,,,,2,,30
2015,spring,Physical Scienc,CHEM,10,BAUTISTA M R,3,2,1,2,1,,,,,2,,11
2015,spring,Physical Scienc,CHEM,10,RAUDA I E,7,3,7,,,,,,,11,,28
2015,spring,Physical Scienc,CHEM,10,TOUMARI A,7,3,8,3,3,,1,,,4,,29
2015,spring,Physical Scienc,CHEM,10,TOUMARI A,7,5,5,1,6,,,,,8,,32
2015,spring,Physical Scienc,CHEM,10,SAYANI S,14,6,1,,2,,,,,5,,28
2015,spring,Physical Scienc,CHEM,10,SAYANI S,8,3,7,,5,,,,,6,,29
2015,spring,Physical Scienc,CHEM,11,PECORELLI T A,6,7,6,2,,,,,,7,,28
2015,spring,Physical Scienc,CHEM,11,PECORELLI T A,4,8,3,2,2,,,,,9,,28
2015,spring,Physical Scienc,CHEM,11,SCHOLEFIELD M R,5,7,6,,2,,,,,10,,30
2015,spring,Physical Scienc,CHEM,11,SCHOLEFIELD M R,6,8,5,1,1,,,,,8,,29
2015,spring,Physical Scienc,CHEM,11,NAULI S,,5,7,,2,,,,,13,,27
2015,spring,Physical Scienc,CHEM,11,NAULI S,2,6,4,4,3,,,,,11,,30
2015,spring,Physical Scienc,CHEM,11,NAULI S,3,3,6,2,,,,,,16,,30
2015,spring,Physical Scienc,CHEM,11,HSIEH J M,5,6,4,3,3,,,,,7,,28
2015,spring,Physical Scienc,CHEM,11,HSIEH J M,7,2,1,1,5,,1,,,11,,28
2015,spring,Physical Scienc,CHEM,11,HSIEH J M,5,4,3,1,,,,,,15,,28
2015,spring,Physical Scienc,CHEM,11,ABBANI M A,1,7,1,2,3,,,,,15,,29
2015,spring,Physical Scienc,CHEM,11,ABBANI M A,3,5,4,2,3,,,,,8,,25
2015,spring,Physical Scienc,CHEM,12,MURPHY J E,9,9,6,3,2,,,,,6,,35
2015,spring,Physical Scienc,CHEM,12,MURPHY J E,8,12,4,2,3,,,,,4,,33
2015,spring,Physical Scienc,CHEM,12,MURPHY J E,7,14,4,3,6,,,,,4,,38
2015,spring,Physical Scienc,CHEM,12,GALLOGLY E B,5,7,9,2,,,,,,8,,31
2015,spring,Physical Scienc,CHEM,12,GALLOGLY E B,7,13,3,5,,,,,,5,,33
2015,spring,Physical Scienc,CHEM,12,MARTINEZ H L,3,8,6,2,2,,,,,8,,29
2015,spring,Physical Scienc,CHEM,21,ANDERSON JAMEY L,8,10,8,,,,,,,2,,28
2015,spring,Physical Scienc,CHEM,21,ANDERSON JAMEY L,4,9,6,1,,,1,,,5,,26
2015,spring,Physical Scienc,CHEM,21,FEREDE R,5,9,3,2,,,,,,,,19
2015,spring,Physical Scienc,CHEM,21,FEREDE R,8,7,2,1,1,,,,,5,,24
2015,spring,Physical Scienc,CHEM,22,HARWIG J F,6,8,6,2,,,,,,10,,32
2015,spring,Physical Scienc,CHEM,22,KLINE M L,15,23,10,1,1,,1,,,11,,62
2015,spring,Physical Scienc,CHEM,24,HARWIG J F,16,5,2,,,,,,,3,,26
2015,spring,Physical Scienc,CHEM,24,HARWIG J F,22,2,,,,,,,,1,,25
2015,spring,Physical Scienc,CHEM,24,KLINE M L,8,9,2,1,,,,,,6,,26
2015,spring,Physical Scienc,CHEM,24,KLINE M L,8,8,,,,,1,,,5,,22
2015,spring,Physical Scienc,CHEM,31,SCHWYTER D H,8,10,3,1,2,,1,,,4,,29
2015,spring,Physical Scienc,ENGR,12,FARIVAR D,4,5,3,6,3,,,,,11,,32
2015,spring,Physical Scienc,PHY SC,88A,ANDERSON JAMEY L,3,,,,,,,,,1,,4
2015,spring,Physical Scienc,PHY SC,88B,ANDERSON JAMEY L,13,,2,,,,,,,,,15
2015,spring,Physical Scienc,PHYSCS,6,PAIK S T,3,3,4,1,1,,,1,,9,,22
2015,spring,Physical Scienc,PHYSCS,6,PAIK S T,4,7,8,,,,,,1,4,,24
2015,spring,Physical Scienc,PHYSCS,6,LEV N R,5,3,5,,2,,,,1,5,,21
2015,spring,Physical Scienc,PHYSCS,7,PAIK S T,4,11,11,,,,1,,,3,,30
2015,spring,Physical Scienc,PHYSCS,8,AHLQVIST P,6,5,2,1,4,,,,,7,,25
2015,spring,Physical Scienc,PHYSCS,8,AHLQVIST P,7,3,2,,1,,,,1,9,,23
2015,spring,Physical Scienc,PHYSCS,8,KOCHARIAN A,4,5,3,,,,,,,6,,18
2015,spring,Physical Scienc,PHYSCS,9,MENACHEKANIAN E,3,3,6,2,,,,,,2,,16
2015,spring,Physical Scienc,PHYSCS,12,HENDERSON J M,5,5,3,,1,,,2,2,6,,24
2015,spring,Physical Scienc,PHYSCS,12,KAMAGA C N,8,5,6,,1,,,,1,4,,25
2015,spring,Physical Scienc,PHYSCS,12,MURPHY T J,6,8,4,2,2,,,,,14,,36
2015,spring,Physical Scienc,PHYSCS,14,MENACHEKANIAN E,1,3,9,1,3,,,,2,6,,25
2015,spring,Physical Scienc,PHYSCS,14,MORSE P A,10,10,6,1,1,,,1,1,,,30
2015,spring,Physical Scienc,PHYSCS,14,MENACHEKANIAN E,5,2,5,3,,,,,,10,,25
2015,spring,Physical Scienc,PHYSCS,14,HENDERSON J M,9,10,2,,1,,,1,4,4,,31
2015,spring,Physical Scienc,PHYSCS,14,THOMPSON A,8,8,6,,4,,,,2,2,,30
2015,spring,Physical Scienc,PHYSCS,14,DO M H,8,11,3,1,1,,,2,3,1,,30
2015,spring,Physical Scienc,PHYSCS,21,CHEUNG KW H,6,10,2,4,2,,,,1,10,,35
2015,spring,Physical Scienc,PHYSCS,21,SAID A W,7,8,4,9,5,,,,,8,,41
2015,spring,Physical Scienc,PHYSCS,21,HALL A J,7,8,1,1,1,,,,,6,,24
2015,spring,Physical Scienc,PHYSCS,21,ROJAS R R,8,10,6,2,3,,,,,4,,33
2015,spring,Physical Scienc,PHYSCS,21,MAJLESSI A,5,5,6,1,1,,,,,7,,25
2015,spring,Physical Scienc,PHYSCS,22,AHLQVIST P,12,6,6,,2,,,,2,3,,31
2015,spring,Physical Scienc,PHYSCS,22,MASADA R S,6,9,11,1,1,,,,,4,,32
2015,spring,Physical Scienc,PHYSCS,22,GAMBLE B K,21,7,,,,1,,,,,,
2015,spring,Physical Scienc,PHYSCS,23,MORRIS J J,7,7,7,2,,,,,,,,
2015,spring,Physical Scienc,PHYSCS,23,MORRIS J J,4,9,6,5,2,,,,,4,,30
2015,spring,Physical Scienc,PHYSCS,24,MORRIS J J,2,4,2,1,,,,,,6,,15
2015,spring,Physical Scienc,SCI,10,RAYMER P C,11,3,1,1,1,,,,,1,,18
2015,spring,Psychology,ENVRN,40,SCHWARTZ A F,8,4,2,1,1,,,,,3,,19
2015,spring,Psychology,PSYCH,1,LAURENT M G,1,4,12,4,5,,,,,17,,43
2015,spring,Psychology,PSYCH,1,DAVIS T D,12,4,6,2,1,,,,,4,,29
2015,spring,Psychology,PSYCH,1,SHIRINYAN D,5,4,2,3,3,,,,,6,,23
2015,spring,Psychology,PSYCH,1,GUILD L A,4,8,10,5,7,,,,,13,,47
2015,spring,Psychology,PSYCH,1,GHANE A,13,8,6,7,3,,,,,5,,42
2015,spring,Psychology,PSYCH,1,LAURENT M G,4,5,7,3,6,,,1,,14,,40
2015,spring,Psychology,PSYCH,1,O'LEARY B A,1,1,5,,9,,,,,23,,39
2015,spring,Psychology,PSYCH,1,CHIN D,12,4,10,8,6,,,,,6,,46
2015,spring,Psychology,PSYCH,1,DAVIS T D,22,14,3,5,6,,,,,1,,51
2015,spring,Psychology,PSYCH,1,DAVIS-KING D T,7,9,6,7,8,,,,,12,,49
2015,spring,Psychology,PSYCH,1,LOEB T B,10,7,8,6,5,,,,,4,,40
2015,spring,Psychology,PSYCH,1,PHILLIPS D M,6,12,12,4,3,,,,,11,,48
2015,spring,Psychology,PSYCH,1,GHANE A,15,9,16,2,2,,,,,3,,47
2015,spring,Psychology,PSYCH,1,SHIRINYAN D,7,12,6,2,15,,,,,9,,51
2015,spring,Psychology,PSYCH,1,BERG D S,5,10,13,4,3,,,,,7,,42
2015,spring,Psychology,PSYCH,1,CHIN D,9,9,10,4,3,,1,,,6,,42
2015,spring,Psychology,PSYCH,1,PHILLIPS D M,18,7,,,,,,,,1,,26
2015,spring,Psychology,PSYCH,1,DE LOACH C D,5,7,5,1,10,,1,,,10,,39
2015,spring,Psychology,PSYCH,1,CHAMBERS C,3,8,12,6,10,,,,,5,,44
2015,spring,Psychology,PSYCH,1,LOEB T B,10,13,3,4,5,,,,,7,,42
2015,spring,Psychology,PSYCH,1,BERG D S,8,10,11,2,3,,,,,9,,43
2015,spring,Psychology,PSYCH,1,LOEB T B,9,4,7,1,8,,,,,8,,37
2015,spring,Psychology,PSYCH,1,PEMBERTON J V,16,12,,1,8,,,,,8,,45
2015,spring,Psychology,PSYCH,1,DE LOACH C D,4,6,5,5,3,,,,,4,,27
2015,spring,Psychology,PSYCH,1,PHILLIPS D M,5,10,6,5,6,,,,,12,,44
2015,spring,Psychology,PSYCH,1,ABARA J P,19,9,4,1,6,,,,,6,,45
2015,spring,Psychology,PSYCH,1,PHILLIPS D M,5,10,10,3,9,,,,,7,,44
2015,spring,Psychology,PSYCH,1,GHANE A,16,13,6,,5,,,,,2,,42
2015,spring,Psychology,PSYCH,1,GUILD L A,5,8,16,5,4,,,,,5,,43
2015,spring,Psychology,PSYCH,1,CHAMBERS C,1,8,12,5,8,,,,1,7,,42
2015,spring,Psychology,PSYCH,1,DE LOACH C D,5,8,5,1,9,,,1,,12,,41
2015,spring,Psychology,PSYCH,1,DAVIS-KING D T,15,8,3,3,4,,1,,2,3,,39
2015,spring,Psychology,PSYCH,1,O'LEARY B A,2,4,8,7,7,,,,,16,,44
2015,spring,Psychology,PSYCH,1,SAGE R,,,8,1,9,,,,,24,,42
2015,spring,Psychology,PSYCH,1,BERG D S,11,12,13,3,1,,,,,3,,43
2015,spring,Psychology,PSYCH,1,DAVIS-KING D T,5,14,9,1,9,,,,1,4,,43
2015,spring,Psychology,PSYCH,1,CHAMBERS C,7,8,7,2,5,,,,,7,,36
2015,spring,Psychology,PSYCH,1,ABARA J P,17,11,5,,3,,1,,,8,,45
2015,spring,Psychology,PSYCH,1,FARWELL L A,8,14,11,,2,,,,,,,35
2015,spring,Psychology,PSYCH,1,FARWELL L A,8,11,4,1,3,,,,,5,,32
2015,spring,Psychology,PSYCH,1,SNYDER A,7,,2,3,1,,,,1,9,,23
2015,spring,Psychology,PSYCH,1,FARWELL L A,2,6,1,,5,,,,1,10,,25
2015,spring,Psychology,PSYCH,1,FARWELL L A,4,6,6,2,6,,,,,6,,30
2015,spring,Psychology,PSYCH,1,SNYDER A,10,7,9,4,3,,,,,8,,41
2015,spring,Psychology,PSYCH,1,SCHWARTZ A F,3,6,5,5,3,,,,,6,,28
2015,spring,Psychology,PSYCH,1,DAVISON L L,3,7,8,1,5,,,,,12,,36
2015,spring,Psychology,PSYCH,1,SMITH-CLARK C T,11,11,2,2,3,,,,,9,,38
2015,spring,Psychology,PSYCH,1,SMITH-CLARK C T,8,15,1,,3,,,,,12,,39
2015,spring,Psychology,PSYCH,1,GRAHAM M D,13,4,6,2,7,,,,,15,,47
2015,spring,Psychology,PSYCH,1,SNYDER A,7,6,3,8,13,,,,,5,,42
2015,spring,Psychology,PSYCH,1,OLSON GENE C,10,6,8,2,5,,,,,7,,38
2015,spring,Psychology,PSYCH,2,SHIRINYAN D,6,7,4,6,11,,,,,8,,42
2015,spring,Psychology,PSYCH,2,SHIRINYAN D,5,7,13,4,9,,,1,,15,,54
2015,spring,Psychology,PSYCH,2,RUSSELL R L,5,8,12,6,9,,,,,8,,48
2015,spring,Psychology,PSYCH,2,SAGE R,,4,3,5,11,,,,,18,,41
2015,spring,Psychology,PSYCH,2,SHIRINYAN D,9,8,6,,,,,,,7,,30
2015,spring,Psychology,PSYCH,2,RUSSELL R L,2,12,9,4,11,,1,,,5,,44
2015,spring,Psychology,PSYCH,2,SAGE R,5,1,9,3,6,,,,,14,,38
2015,spring,Psychology,PSYCH,2,OLSON GENE C,4,9,8,5,1,,,,,13,,40
2015,spring,Psychology,PSYCH,2,OLSON GENE C,7,6,7,2,11,,,,,6,,39
2015,spring,Psychology,PSYCH,3,CHIN D,12,11,3,1,3,,,,2,,,32
2015,spring,Psychology,PSYCH,3,CHIN D,21,7,2,,5,,,,,5,,40
2015,spring,Psychology,PSYCH,5,DE LOACH C D,9,13,8,5,2,,1,,,2,,40
2015,spring,Psychology,PSYCH,5,DE LOACH C D,9,15,7,2,4,,,,,6,,43
2015,spring,Psychology,PSYCH,5,GUNN K S,19,2,3,,,,,,,5,,29
2015,spring,Psychology,PSYCH,6,GUILD L A,13,10,2,1,5,,,,,6,,37
2015,spring,Psychology,PSYCH,7,GRAHAM M D,10,11,8,,1,,,,,6,,36
2015,spring,Psychology,PSYCH,11,MATHESON C C,8,7,7,3,3,,,,,10,,38
2015,spring,Psychology,PSYCH,11,TANNATT M G M,3,2,4,1,2,,,,,4,,16
2015,spring,Psychology,PSYCH,11,MATHESON C C,17,7,5,,5,,,,,7,,41
2015,spring,Psychology,PSYCH,11,TANNATT M G M,10,6,2,3,9,,,,,11,,41
2015,spring,Psychology,PSYCH,11,BACINO J R,17,2,2,2,2,,,,,11,,36
2015,spring,Psychology,PSYCH,11,MCGRATH M T,24,10,,1,1,,,,,5,,41
2015,spring,Psychology,PSYCH,11,GRACE Y H,13,10,3,4,1,,,,,6,,37
2015,spring,Psychology,PSYCH,11,SCHWARTZ A F,13,1,4,,,,,,,4,,22
2015,spring,Psychology,PSYCH,11,MATHESON C C,12,3,1,,1,,,,,7,,24
2015,spring,Psychology,PSYCH,11,SCHWARTZ A F,7,10,10,4,4,,,,,9,,44
2015,spring,Psychology,PSYCH,11,PARISE W A,19,8,1,2,6,,,,,5,,41
2015,spring,Psychology,PSYCH,11,PARISE W A,24,1,3,1,3,,,,,6,,38
2015,spring,Psychology,PSYCH,11,GRACE Y H,6,8,3,2,7,,,,,1,,27
2015,spring,Psychology,PSYCH,11,MOSLEY K R,25,4,6,,1,,,,,8,,44
2015,spring,Psychology,PSYCH,11,DAVISON L L,6,10,4,1,3,,1,,,9,,34
2015,spring,Psychology,PSYCH,13,GHANE A,25,12,5,2,2,,,,,,,46
2015,spring,Psychology,PSYCH,13,GHANE A,30,9,3,,,,,,,2,,44
2015,spring,Psychology,PSYCH,14,O'LEARY B A,9,14,7,1,6,,,,,4,,41
2015,spring,Psychology,PSYCH,19,FEIGER H T,4,13,4,3,2,,,,,14,,40
2015,spring,Psychology,PSYCH,19,ABARA J P,19,17,9,6,,,,,,2,,53
2015,spring,Psychology,PSYCH,19,DRUKER S L,16,7,7,1,3,,,,,4,,38
2015,spring,Psychology,PSYCH,19,DRUKER S L,20,2,4,,1,,,,,1,,28
2015,spring,Psychology,PSYCH,19,DAVISON L L,15,15,2,,,,1,,,9,,42
2015,spring,Psychology,PSYCH,25,DE VILLERS L C,17,8,4,,1,,,,,7,,37
2015,spring,Psychology,PSYCH,25,DE VILLERS L C,8,4,5,2,2,,,1,,6,,28
2015,spring,Psychology,PSYCH,40,SCHWARTZ A F,6,3,3,,,,,,,9,,21
2015,spring,Theatre Arts,TH ART,2,PELLEGRINI V M,14,12,9,,3,,,,,7,,45
2015,spring,Theatre Arts,TH ART,2,ANDERSON C B,9,6,6,1,6,,,,,14,,42
2015,spring,Theatre Arts,TH ART,2,JONES J L,16,3,2,,2,,,,,5,,28
2015,spring,Theatre Arts,TH ART,5,ADAIR-LYNCH T A,43,12,7,7,9,,,,,8,,86
2015,spring,Theatre Arts,TH ART,5,HARROP A M,33,13,1,,,,,,,2,,49
2015,spring,Theatre Arts,TH ART,10A,ROBBINS C R,15,7,1,,2,,,,,2,,27
2015,spring,Theatre Arts,TH ART,10A,ROBBINS C R,17,2,1,1,3,,,,1,9,,34
2015,spring,Theatre Arts,TH ART,10B,ROBBINS C R,9,3,,,1,,,,2,3,,18
2015,spring,Theatre Arts,TH ART,15A,SAWOSKI P,13,2,1,,1,,,,,12,,29
2015,spring,Theatre Arts,TH ART,18A,ANZELC L L,18,,,,1,,,,,1,,20
2015,spring,Theatre Arts,TH ART,18B,ANZELC L L,13,,,,,,,,,3,,16
2015,spring,Theatre Arts,TH ART,18C,ANZELC L L,13,,1,,,,,,,,,14
2015,spring,Theatre Arts,TH ART,20,ALLEN L A,7,8,1,2,,,,,,1,,19
2015,spring,Theatre Arts,TH ART,22,ALLEN L A,15,2,4,1,,,,,,2,,24
2015,spring,Theatre Arts,TH ART,25,DALZELL A S,8,1,3,,1,,,,,5,,18
2015,spring,Theatre Arts,TH ART,26,HLUDZIK E A,7,3,3,,2,,,,,,,15
2015,spring,Theatre Arts,TH ART,28A,ADAIR-LYNCH T A,19,2,1,1,1,,,,,3,,27
2015,spring,Theatre Arts,TH ART,38A,CAMPBELL D A,13,1,1,,,,,,1,,,16
2015,spring,Theatre Arts,TH ART,41,ESFANDYARI S,14,3,,2,,,2,,,1,,22
2015,spring,Theatre Arts,TH ART,41,CAPTOR R,10,9,,,,,,,,3,,22
2015,spring,Theatre Arts,TH ART,41,JONES J L,27,3,3,,,,,,,2,,35
2015,spring,Theatre Arts,TH ART,41,ARBUES A N,14,1,3,1,3,,,,,8,,30
2015,spring,Theatre Arts,TH ART,41,ESFANDYARI S,13,2,,2,,,2,,,,,19
2015,spring,Theatre Arts,TH ART,41,SCHWARTZ D N,12,1,,,2,,,,1,10,,26
2015,spring,Theatre Arts,TH ART,41,HARROP A M,17,,,,,,,,,8,,25
2015,spring,Theatre Arts,TH ART,41,ANDERSON C B,16,3,1,1,6,,,,,4,,31
2015,spring,Theatre Arts,TH ART,42,SAWOSKI P,16,2,8,,1,,,,,7,,34
2015,spring,Theatre Arts,TH ART,42,MARTIN A F,6,14,5,,,,,,,2,,27
2015,spring,Theatre Arts,TH ART,42,HARROP A M,22,5,,,2,,,,,7,,36
2015,spring,Theatre Arts,TH ART,43,HARROP A M,21,,,,,,,,,7,,28
2015,spring,Theatre Arts,TH ART,45,SAWOSKI P,17,1,,,,,,,1,2,,21
2015,spring,Theatre Arts,TH ART,46,ADAIR-LYNCH T A,29,1,2,2,6,,,,2,2,,44
2015,spring,Theatre Arts,TH ART,50,ADAIR-LYNCH T A,17,,,,,,,,,,,17
2015,spring,Theatre Arts,TH ART,51,ADAIR-LYNCH T A,5,,,,,,,,,3,,8
2015,spring,Theatre Arts,TH ART,51,JONES J L,2,,,,,,,,,,,2
2015,spring,Theatre Arts,TH ART,52,JONES J L,8,,,,,,,,,1,,9
2015,spring,Theatre Arts,TH ART,55,HARROP A M,6,,,,,,,,,,,6
2015,spring,Theatre Arts,TH ART,88A,SAWOSKI P,1,,,,,,,,,,,1
2015,spring,Theatre Arts,TH ART,88B,SAWOSKI P,1,,,,,,,,,,,1
2016,spring,Art,AHIS,1,MOUSAVI A,15,10,13,1,13,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,1,MEYER W J,57,,8,4,20,,,2,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,1,MOUSAVI A,25,7,20,1,12,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,1,MACK R T,10,5,5,2,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,1,HESSER M,10,7,6,3,10,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,1,MEYER W J,13,4,,3,1,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,1,MEYER W J,15,5,1,2,6,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,1,LEAPER L E,6,10,4,2,6,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,2,DONAHUE N J,60,27,9,,12,,1,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,2,DONAHUE N J,60,33,5,,23,,1,,1,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,2,CHANDLER M M,12,6,2,3,5,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,2,HESSER M,12,7,4,2,6,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,2,MAJSTOROVIC M,23,3,2,,2,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,2,MAJSTOROVIC M,20,2,1,2,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,2,HESSER M,6,3,1,1,10,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,2,MEDVEDEV N,9,12,2,,9,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,3,DONAHUE N J,83,17,7,,9,,,,2,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,3,MEYER W J,29,20,6,,12,,2,,4,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,3,MIHAYLOVICH K W,11,9,2,3,4,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,3,MEYER W J,13,2,2,,7,,,,1,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,5,ROSENBLUM B T,26,17,10,3,15,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,6,ROSENBLUM B T,11,12,5,2,5,,1,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,11,NORRIS T J,17,6,1,,6,,,,1,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,11,JAMES N M,22,7,1,,5,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,11,THAYER J,27,8,1,,1,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,11,THAYER J,17,6,3,,3,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,11,THAYER J,15,,1,,3,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,17,LEE O,14,14,4,,2,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,17,O'LEARY T F,10,6,4,2,1,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,18,CRAIG M H,12,7,8,,2,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,72,DASTIN E R,19,13,5,1,3,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,72,MIHAYLOVICH K W,9,11,6,5,4,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,72,MIHAYLOVICH K W,5,8,9,1,3,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,72,STUART C A,3,,1,,7,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,72,FOLLAND T F,3,4,1,,8,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,72,STUART C A,8,1,1,,3,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,10A,BURCHMAN J H,10,6,3,1,1,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,10A,MIYANO E,7,13,3,,2,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,10A,MITCHELL R,14,1,,,1,,1,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,spring,Art,AHIS,10A,HARRISON A B,13,2,2,1,4,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
